,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
499,828.68445,-73.68634,1372.30981,869.7643400000001,-154.38159,1126.99915,941.44427,-137.69298999999998,879.20929
500,827.40973,-75.81683000000001,1373.92126,869.1300699999999,-160.14355,1130.4669199999998,941.25824,-146.83411,882.3747599999999
501,826.3127400000001,-77.80816999999999,1375.6413599999998,868.04895,-165.58252,1133.9552,940.90985,-156.09691999999998,885.90314
502,825.04407,-79.87164,1377.60754,867.0213,-171.41907,1137.57446,940.9339,-165.43591,890.0097699999999
503,823.47736,-82.23517,1379.70703,866.48285,-177.44641000000001,1141.85779,940.58978,-174.99341,894.3712199999999
504,822.01337,-84.17987,1382.06445,865.7442,-183.41089,1146.54736,940.284,-184.66101,898.8919099999999
505,820.51129,-85.96075,1384.62744,864.81342,-189.65894,1151.23926,940.2088,-194.25293,903.745
506,818.86646,-88.1795,1387.08264,863.7611099999999,-195.98169,1156.05994,939.79706,-204.005,908.76605
507,817.27521,-90.28571,1389.53113,862.5731800000001,-202.23828,1161.12463,939.6618,-214.10863999999998,914.1691900000001
508,815.20227,-92.00092,1392.16089,861.2274800000001,-208.47803000000002,1166.44507,939.23151,-224.40062999999998,919.8936800000001
509,812.88275,-93.66301999999999,1394.7666,859.7874099999999,-214.38232000000002,1171.84875,938.4943199999999,-234.97692999999998,925.70416
510,811.13342,-95.26495,1397.19666,858.3253800000001,-220.10632,1177.1458699999998,938.2050199999999,-245.70923,931.84601
511,809.55133,-96.47516,1399.61682,856.8009599999999,-225.75964,1182.6014400000001,937.5487699999999,-256.22754,937.9857199999999
512,807.7381,-97.54523,1402.10803,855.31024,-230.92151,1188.28369,936.5736699999999,-266.76282000000003,944.16895
513,805.94873,-98.55341,1404.5271,853.9035,-235.79382,1193.83923,935.6234699999999,-277.08325,950.81799
514,804.3947099999999,-99.27606,1407.02307,852.46454,-240.52661,1199.30933,934.61139,-286.93396,957.5772699999999
515,802.91309,-100.07184000000001,1409.57483,850.71429,-244.95605,1204.87927,933.76935,-296.66112999999996,964.25055
516,801.0366799999999,-100.88226,1412.02283,848.99542,-249.29126000000002,1210.3532699999998,932.6102900000001,-305.96191,970.8467400000001
517,799.17395,-101.36469,1414.3875699999999,847.57477,-253.29467999999997,1215.68469,931.1599699999999,-314.67542000000003,977.31616
518,797.87958,-101.711,1416.46265,845.9913300000001,-256.97144,1220.8562,929.7981599999999,-322.9801,983.5682400000001
519,796.14264,-102.33209000000001,1418.4675300000001,844.5042699999999,-260.62842,1225.7381599999999,928.3432,-330.64661,989.6660199999999
520,794.2229,-103.01373000000001,1420.6189,843.23541,-263.7804,1230.60498,927.17535,-337.76904,995.7132
521,793.3168900000001,-103.35724,1422.5896,841.78015,-266.90942,1235.41309,926.0449800000001,-344.48303,1001.4749800000001
522,792.1884200000001,-103.55658000000001,1424.5048800000002,840.43921,-270.32007000000004,1239.9542199999999,924.5653699999999,-350.6864,1007.24646
523,790.46735,-103.68316999999999,1426.36707,839.12469,-273.11523,1244.52625,923.5523099999999,-356.64673,1012.97791
524,789.15985,-103.86029,1427.97034,838.02917,-275.90234,1249.13611,922.8562599999999,-362.55273,1018.29932
525,787.9079,-104.13287,1429.5476099999998,837.4205900000001,-278.87341000000004,1253.64099,922.1283599999999,-368.03809,1023.69934
526,786.7149,-104.22919,1431.05908,836.55957,-281.29967999999997,1257.95227,921.75897,-373.06311,1029.10107
527,785.86377,-104.39496,1432.53271,835.76013,-283.57068,1261.92175,921.3168300000001,-378.23107999999996,1034.23828
528,784.8915400000001,-104.76703,1434.07947,835.34509,-285.70886,1265.82385,920.6926900000001,-383.26403999999997,1039.31946
529,783.95642,-104.7049,1435.6340300000002,834.9305400000001,-287.46497,1269.75549,920.21014,-387.48462,1044.12659
530,783.38953,-104.20806999999999,1437.03198,834.39117,-288.99182,1273.43713,919.57379,-391.58643,1048.73792
