,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16
494,-238.08641,215.66328,1486.65955,-268.77777000000003,96.53090999999999,1438.58899,-279.29599,-16.53267,1392.2354699999999,-265.789,-265.98334,1400.00732,-221.23695,589.12604,1495.09045,-285.03461,850.7988300000001,1406.96729,-220.19257000000002,1090.37634,1384.27783,-66.77926,417.57126,1329.61938,-335.86456,427.10034,1096.2048300000001,-161.7446,255.83504,996.32599,-149.97398,217.88831000000002,758.84552,-227.06819,210.41331,472.56406,-290.28472999999997,155.10768000000002,123.73768999999999,-148.65878,565.64276,1005.2785,-223.78192,596.05182,478.73972000000003,-296.28722999999997,630.59473,117.37369
495,-237.916,215.32181,1486.39478,-267.34332,97.00246,1439.21313,-279.16351000000003,-18.73985,1393.1622300000001,-265.43866,-267.25317,1400.55505,-221.61897000000002,588.94012,1495.18408,-285.71686,850.97137,1407.27673,-222.26855,1090.3042,1384.20825,-66.85896,417.69836000000004,1329.63354,-335.76437000000004,426.90805,1096.26709,-160.97243999999998,256.25647000000004,995.98315,-149.03983,218.7011,757.91846,-226.89445,210.12781,472.85919,-290.53226,155.2921,123.86547,-148.74586000000002,565.64679,1005.25629,-223.78192,596.05182,478.73972000000003,-296.18661000000003,630.57965,117.39658
496,-236.56963,216.34685,1485.52698,-267.06686,97.02105999999999,1438.96863,-278.17053,-18.51141,1392.5576199999998,-264.71066,-267.05304,1400.1687,-221.80399,588.85101,1495.17346,-287.63842999999997,849.5042699999999,1407.7694099999999,-223.75916,1090.03967,1384.12891,-66.8941,417.90963999999997,1329.69043,-335.67136,426.77081,1096.2523199999998,-160.97243999999998,256.25647000000004,995.98315,-149.03983,218.7011,757.91846,-226.89445,210.12781,472.85919,-290.53226,155.2921,123.86547,-148.84877,565.6514900000001,1005.2313199999999,-223.8761,596.06232,478.71227999999996,-296.28722999999997,630.59473,117.37369
497,-236.89378,215.78737999999998,1485.98535,-267.14481,96.04182,1439.0874,-276.73888999999997,-17.68229,1392.13855,-263.73584,-267.11829,1400.1472199999998,-222.08792000000003,588.59698,1495.2236300000002,-287.65604,849.1093099999999,1407.85181,-224.81557999999998,1090.10901,1383.85193,-66.8941,417.90963999999997,1329.69043,-335.45538,426.57724,1096.1217,-160.97243999999998,256.25647000000004,995.98315,-149.19545,218.33632000000003,757.96326,-226.89445,210.12781,472.85919,-290.28472999999997,155.10768000000002,123.73768999999999,-148.94961999999998,566.0219099999999,1005.24548,-225.61041,589.0869799999999,476.92690999999996,-296.28722999999997,630.59473,117.37369
498,-236.8373,214.63062000000002,1486.62646,-266.5957,95.57783,1439.34802,-276.69406000000004,-18.317529999999998,1392.51892,-259.96484,-263.5412,1401.31775,-222.31188999999998,588.52747,1495.17603,-288.38965,849.7914400000001,1406.21606,-226.09819,1089.64355,1383.62292,-66.8941,417.90963999999997,1329.69043,-335.32779,426.54489,1096.11707,-160.39211,255.76279,996.24591,-149.19545,218.33632000000003,757.96326,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.99171,565.9678299999999,1005.4096099999999,-225.31815,589.5450400000001,477.50710999999995,-296.28722999999997,630.59473,117.37369
499,-236.8373,214.63062000000002,1486.62646,-266.5957,95.57783,1439.34802,-275.75162,-18.33146,1392.79297,-262.44757000000004,-267.16721,1399.8905,-222.65266,588.8095099999999,1495.19141,-288.77377,849.9433,1406.05371,-227.29532000000003,1089.24707,1383.34875,-66.91136,418.11199999999997,1329.75061,-335.30145,426.32935,1096.17554,-159.63513,256.29082999999997,996.0205699999999,-148.51889,218.45271,758.02124,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-149.03705,565.9859,1005.24536,-224.04102999999998,596.05756,478.79141,-296.28722999999997,630.59473,117.37369
500,-236.8373,214.63062000000002,1486.62646,-265.90659,96.06126,1439.22815,-275.31421,-18.1552,1392.5833699999998,-262.08524,-266.75034,1400.01245,-222.78995,588.6102900000001,1495.1711400000002,-289.40707000000003,848.87592,1406.91467,-228.61986000000002,1089.33557,1383.11792,-66.7737,418.22125,1329.8840300000002,-335.3956,426.0206,1096.18774,-158.95848,256.79812999999996,995.85315,-148.44536000000002,218.09172,757.9939,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.95264,565.61896,1005.3925199999999,-225.53242000000003,589.32233,477.54123,-296.28722999999997,630.59473,117.37369
501,-234.77681,215.99736000000001,1486.40552,-265.90659,96.06126,1439.22815,-274.78842000000003,-17.79761,1392.48621,-261.66406,-266.55179,1399.87097,-223.13433999999998,588.58173,1495.07178,-289.35717999999997,849.8217800000001,1405.40869,-229.61691000000002,1089.75647,1382.6942099999999,-66.7737,418.22125,1329.8840300000002,-335.26578,425.91669,1096.1622300000001,-158.95848,256.79812999999996,995.85315,-147.69603,218.62833999999998,757.55518,-226.59337000000002,210.18767999999997,472.90865999999994,-290.28472999999997,155.10768000000002,123.73768999999999,-148.93777,565.63623,1005.4987199999999,-223.97387999999998,596.06384,478.7355,-296.38394,630.61035,117.34753
502,-234.77681,215.99736000000001,1486.40552,-265.90659,96.06126,1439.22815,-274.6279,-19.0166,1393.01648,-262.15222,-266.67007,1400.14575,-223.59227,588.0614,1495.14832,-289.30069,849.91931,1405.30518,-230.29034,1089.78137,1382.4854699999999,-66.72202,418.43088,1329.97021,-335.18665,425.46637000000004,1095.95313,-158.43672,256.97025,995.51324,-148.10886000000002,217.96922,757.8695700000001,-226.59337000000002,210.18767999999997,472.90865999999994,-290.28472999999997,155.10768000000002,123.73768999999999,-148.88933,565.7658700000001,1005.40088,-223.8761,596.06232,478.71227999999996,-296.28722999999997,630.59473,117.37369
503,-234.77681,215.99736000000001,1486.40552,-265.21725,96.54484000000001,1439.10815,-274.6279,-19.0166,1393.01648,-262.85177999999996,-267.38916,1401.34729,-223.75041000000002,588.18579,1495.17627,-289.76901000000004,849.0662199999999,1406.70898,-230.81953,1089.49829,1382.16565,-66.77199999999999,418.39795,1330.0249,-335.08463,425.54739000000006,1095.88159,-158.43672,256.97025,995.51324,-147.37865,218.35082999999997,757.58691,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.92656000000002,565.61963,1005.3300800000001,-225.34595,589.40887,477.4953,-296.28722999999997,630.59473,117.37369
504,-235.84633,215.39468,1486.56152,-265.90659,96.06126,1439.22815,-275.00198,-19.14588,1393.21851,-263.09125,-268.27826,1402.11072,-224.00668,588.18622,1495.09033,-289.40612999999996,849.7597699999999,1405.0493199999999,-230.93259,1089.48206,1382.1127900000001,-66.77199999999999,418.39795,1330.0249,-334.98611,425.36785999999995,1095.7536599999999,-158.85254,255.16738999999998,996.85016,-147.47177,218.34897,757.96771,-226.59337000000002,210.18767999999997,472.90865999999994,-290.28472999999997,155.10768000000002,123.73768999999999,-148.79793999999998,565.52051,1005.2260699999999,-225.44803,589.4129,477.4924,-296.28722999999997,630.59473,117.37369
505,-237.68717999999998,214.48987000000002,1487.5402800000002,-265.90659,96.06126,1439.22815,-275.07809,-18.26066,1393.24292,-262.99435,-267.08151000000004,1401.95569,-224.1371,588.23285,1495.0488300000002,-290.0502,849.69147,1404.65735,-231.03132999999997,1089.71948,1381.86292,-66.71194,418.71686,1330.33215,-334.98611,425.36785999999995,1095.7536599999999,-158.61655,254.24942000000001,996.8884300000001,-147.37865,218.35082999999997,757.58691,-226.59337000000002,210.18767999999997,472.90865999999994,-290.28472999999997,155.10768000000002,123.73768999999999,-148.78329,565.49731,1005.1899400000001,-223.8761,596.06232,478.71227999999996,-296.28722999999997,630.59473,117.37369
506,-238.75146,214.05441000000002,1487.57947,-265.90659,96.06126,1439.22815,-275.0369,-17.28128,1393.25256,-263.25162,-266.95538,1402.42395,-224.16742000000002,588.1580799999999,1495.04944,-290.14789,849.5341199999999,1404.70081,-231.30385,1089.68311,1381.57104,-66.66853,419.07779,1330.45801,-334.95755,425.40036,1095.8573,-158.61655,254.24942000000001,996.8884300000001,-146.09723,219.25478999999999,757.59552,-226.59337000000002,210.18767999999997,472.90865999999994,-290.28472999999997,155.10768000000002,123.73768999999999,-148.62233999999998,565.78516,1005.34912,-223.78192,596.05182,478.73972000000003,-296.28722999999997,630.59473,117.37369
507,-237.26447000000002,215.90353,1487.61523,-267.17422,95.78858000000001,1440.4163800000001,-276.26205,-17.7045,1394.2282699999998,-264.46744,-267.47131,1403.51428,-224.45244,588.17462,1495.0877699999999,-290.2851,848.8095099999999,1405.71362,-231.44286,1089.5805699999999,1381.01306,-66.67981999999999,419.02515,1330.59644,-334.78528,425.39828,1095.8383800000001,-158.61655,254.24942000000001,996.8884300000001,-146.60376000000002,218.33758999999998,757.4216299999999,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.74778999999998,565.2907700000001,1005.4191900000001,-225.2146,589.65778,477.45592999999997,-296.08939,630.5777,117.37213999999999
508,-238.10442,215.38136,1487.7345,-267.73877000000005,95.35743000000001,1440.47534,-276.31906000000004,-17.62014,1395.0636,-265.16724,-267.06427,1403.65344,-224.5453,588.24994,1494.97314,-289.4567,849.7459699999999,1403.45178,-231.48058999999998,1089.70581,1380.92932,-66.76411,418.83957000000004,1330.6825,-334.59192,424.62433,1095.84399,-158.61655,254.24942000000001,996.8884300000001,-146.09723,219.25478999999999,757.59552,-226.59337000000002,210.18767999999997,472.90865999999994,-290.28472999999997,155.10768000000002,123.73768999999999,-148.6115,565.43976,1005.5072,-225.18708999999998,589.67255,477.59475999999995,-297.24948,625.28027,116.57987
509,-238.00363,215.94316,1487.68164,-267.96735,96.35678,1440.72925,-276.58569,-17.65154,1395.27209,-265.66443,-266.71802,1404.00439,-224.82359,588.30334,1495.0506599999999,-287.3096,853.5105,1399.68372,-231.45372000000003,1089.66492,1380.89355,-66.85634,418.2926,1330.99084,-334.63416,424.67465,1095.7608599999999,-157.84403999999998,254.67041,996.54578,-146.60376000000002,218.33758999999998,757.4216299999999,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.48083,565.59015,1005.56519,-225.18708999999998,589.67255,477.59475999999995,-295.88129,630.22723,117.32288999999999
510,-238.47408,216.04262000000003,1487.77319,-267.96735,96.35678,1440.72925,-277.17795,-17.98,1395.46045,-267.22919,-267.35382000000004,1405.10815,-224.83253,588.50854,1494.9541,-289.5647,849.62549,1403.6189,-231.38454,1089.7312,1380.9187,-66.98969,418.12273999999996,1331.11328,-334.63416,424.67465,1095.7608599999999,-157.84403999999998,254.67041,996.54578,-146.60376000000002,218.33758999999998,757.4216299999999,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.48083,565.59015,1005.56519,-223.48486,596.0249,478.79272000000003,-295.88129,630.22723,117.32288999999999
511,-238.22577,216.718,1487.84094,-267.96735,96.35678,1440.72925,-277.72,-18.10499,1395.81982,-268.21152,-266.83481,1405.18042,-225.1857,588.28546,1495.0792199999999,-289.117,849.66614,1404.01062,-231.03874,1089.75732,1380.99365,-67.00811,418.58734,1331.24243,-334.61502,424.74866,1095.71887,-157.84403999999998,254.67041,996.54578,-146.60376000000002,218.33758999999998,757.4216299999999,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.38858000000002,565.58643,1005.5794099999999,-223.48486,596.0249,478.79272000000003,-295.98111,630.22968,117.3466
512,-239.53265,216.23744,1487.83594,-269.17492999999996,95.92586999999999,1441.40564,-279.20279,-18.68593,1396.49353,-270.0495,-266.67099,1405.28687,-225.33552999999998,588.2217400000001,1495.10645,-289.03305,849.8075,1403.89929,-230.75381000000002,1089.76135,1381.06653,-67.08974,418.67859,1331.43945,-334.72159,425.03435999999994,1095.51074,-158.61655,254.24942000000001,996.8884300000001,-146.60376000000002,218.33758999999998,757.4216299999999,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.31914,565.30438,1005.3361800000001,-225.07141000000001,589.1206099999999,477.18347,-296.03427,630.55481,117.43887
513,-240.62476,216.43465,1488.13074,-270.23254,97.24108000000001,1441.44727,-280.23163,-19.346020000000003,1396.72559,,,,-225.43007999999998,588.28247,1495.08313,-288.63055,849.8649300000001,1403.9989,-230.49101000000002,1089.8457,1381.2050800000002,-67.42648,418.60717999999997,1331.95874,-334.68552,425.2438,1095.3601099999998,,,,-146.60376000000002,218.33758999999998,757.4216299999999,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.21743999999998,565.00861,1005.4489699999999,-223.39911,596.02759,478.75057999999996,-296.18661000000003,630.57965,117.39658
514,-241.28092999999998,216.82237,1488.2926,-270.79761,96.76629,1441.45801,-280.76855,-17.63816,1396.72375,,,,-225.56435,588.1474599999999,1495.25818,-288.53201,850.0313699999999,1403.86157,-229.5701,1089.8667,1381.28821,-67.59815,418.40878,1332.3822,-334.86584,425.56145999999995,1095.3917199999999,,,,-147.44288999999998,217.91074,757.52399,-226.59337000000002,210.18767999999997,472.90865999999994,-290.28472999999997,155.10768000000002,123.73768999999999,-148.16243,565.0036,1005.50464,-223.48486,596.0249,478.79272000000003,-296.03427,630.55481,117.43887
515,-241.85542,216.46231,1488.08228,-271.79996,95.99991,1441.56226,-281.54315,-17.482029999999998,1396.4497099999999,-277.73056,-269.34067000000005,1406.22021,-225.59174,588.2683099999999,1495.2673300000001,-288.96157999999997,849.2673300000001,1404.92419,-228.96411,1090.0148900000002,1381.42456,-67.73465999999999,418.37466,1332.3762199999999,-334.93472,425.77667,1095.21936,,,,-147.44288999999998,217.91074,757.52399,-226.59337000000002,210.18767999999997,472.90865999999994,-290.28472999999997,155.10768000000002,123.73768999999999,-147.96468000000002,565.14819,1005.62543,-223.48486,596.0249,478.79272000000003,-296.18661000000003,630.57965,117.39658
516,-242.45897000000002,216.23578999999998,1487.47681,-273.54657000000003,96.26934,1442.24023,-282.43231000000003,-17.40774,1396.24146,-279.28177,-268.98059,1406.29419,-225.71462999999997,588.1859099999999,1495.34058,-288.70837,849.63409,1405.31104,-228.08807000000002,1090.453,1381.41772,-67.6965,418.31417999999996,1332.5733599999999,-335.05075,425.65488,1095.22302,,,,-147.44288999999998,217.91074,757.52399,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.06413,564.65485,1005.52802,-224.70067999999998,588.91962,476.97905999999995,-296.03362999999996,630.25214,117.28062
517,-242.71182000000002,217.54915,1487.30359,-273.92361,96.45608,1441.6671099999999,-283.28955,-17.76764,1396.63806,-279.8316,-268.03583,1405.83301,-225.87877000000003,588.4173,1495.32605,-288.72747999999996,849.62421,1405.06396,-227.57858,1090.50647,1381.50964,-67.99696,418.23669,1332.56726,-335.21637000000004,425.76300000000003,1095.07397,,,,-147.44288999999998,217.91074,757.52399,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-148.00226,564.71533,1005.51221,-224.66002999999998,587.81537,476.83453,-296.18661000000003,630.57965,117.39658
518,-244.00229,217.26637000000002,1488.15796,-274.0957,97.22536,1441.64563,-285.79239,-18.974629999999998,1397.57458,-281.82138,-267.47412,1405.90845,-225.92038,588.5125099999999,1495.3388699999998,-287.83437999999995,850.2572,1404.6201199999998,-226.44691,1090.4548300000001,1381.73657,-68.35861,417.54944,1332.84058,-335.63324,425.73752,1094.97302,,,,-147.74158,217.60551,757.46014,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-147.83145,564.7950400000001,1005.57471,-222.89077999999998,595.29016,478.40427,-297.14957000000004,625.27783,116.55615
519,-244.83752,217.35881,1487.99182,-274.6387,97.4735,1441.31702,-286.28809,-17.009120000000003,1396.724,-282.60143999999997,-266.51724,1405.83545,-226.02698999999998,588.41541,1495.3375199999998,-286.84671000000003,850.4195599999999,1404.97156,-225.25896,1090.37939,1382.13464,-68.41736,417.51395,1332.89636,-335.91857999999996,425.84775,1094.8895300000001,,,,-147.67741,218.0455,757.52313,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-147.86841,565.03979,1005.65588,-224.27872999999997,589.16705,477.07529000000005,-296.18661000000003,630.57965,117.39658
520,-245.38447999999997,217.48729,1487.9171099999999,-277.03732,96.49514,1442.25818,-287.73761,-17.15992,1396.73071,-284.09549,-265.82846,1404.9248,-226.14307999999997,588.58246,1495.3696300000001,-286.06183,851.65704,1404.15564,-224.57597,1090.70447,1382.32373,-68.5724,417.45126,1332.9569099999999,-336.09625,425.93300999999997,1094.89868,,,,-147.91748,218.00853999999998,757.60815,-226.59337000000002,210.18767999999997,472.90865999999994,-290.53226,155.2921,123.86547,-147.85338000000002,564.66748,1005.6115699999999,-224.33026,588.13647,477.05481,-296.18661000000003,630.57965,117.39658
521,-245.76897999999997,217.8145,1487.73254,-276.72992,98.93838000000001,1440.6145,-288.6207,-17.327720000000003,1395.96985,-285.60107,-265.48706,1405.2406,-226.18287999999998,588.91028,1495.2872300000001,-285.6463,852.2725199999999,1404.6159699999998,-223.79034,1091.20178,1383.1156,-68.87248000000001,416.67651,1332.97083,-336.28867,426.19030999999995,1094.70642,,,,-148.68726,218.03742999999997,757.6505099999999,-226.89445,210.12781,472.85919,-290.53226,155.2921,123.86547,-147.85338000000002,564.66748,1005.6115699999999,-224.05139,588.41486,477.15512,-296.18661000000003,630.57965,117.39658
522,-247.07433999999998,217.41017000000002,1488.14392,-278.13165,98.05676,1440.97632,-289.2804,-16.99701,1395.77075,-287.82202,-264.85681,1404.67786,-226.49192999999997,588.92688,1495.34412,-284.87646,852.0476699999999,1404.34521,-222.61752,1091.33948,1383.30591,-69.22043000000001,416.77808,1333.11646,-336.56854,426.24987999999996,1094.81152,,,,-148.68726,218.03742999999997,757.6505099999999,-227.20129,209.88507,473.45255,-290.53226,155.2921,123.86547,-147.71663999999998,564.849,1005.6307400000001,-224.05139,588.41486,477.15512,-296.08939,630.5777,117.37213999999999
523,-247.96667000000002,217.88564,1488.20605,-279.73294,98.1339,1441.46411,-291.1019,-15.67406,1395.44495,-289.59872,-264.76859,1404.45398,-226.38889,589.39679,1495.36157,-284.14301,852.09283,1404.43103,-221.69849,1091.49036,1383.28149,-69.43441999999999,416.96707000000004,1333.07898,-336.66846,426.46442,1094.76245,,,,-149.55098999999998,217.79027999999997,758.20782,-227.20129,209.88507,473.45255,-290.53226,155.2921,123.86547,-147.88898999999998,564.5280799999999,1005.5427199999999,-224.05139,588.41486,477.15512,-296.08939,630.5777,117.37213999999999
524,-249.32304,217.70723999999998,1487.64514,-279.73294,98.1339,1441.46411,-291.72272000000004,-15.73538,1395.89001,-291.81146,-264.78472999999997,1406.35498,-226.43921,589.32104,1495.27441,-284.2749,851.87683,1404.5349099999999,-221.05472000000003,1091.51782,1383.3414300000002,-69.61439,416.92368,1333.2835699999998,-337.08408,426.90520999999995,1094.63062,,,,-149.99081,217.38666,758.14386,-227.24469,209.69312,473.11199999999997,-290.53226,155.2921,123.86547,-147.9933,564.6673599999999,1005.68756,-224.12245,588.35785,476.81665,-296.18661000000003,630.57965,117.39658
525,-249.32304,217.70723999999998,1487.64514,-281.00742,99.92955,1440.94983,-293.02176000000003,-15.87146,1395.83533,-292.94977,-263.58542,1399.9741199999999,-226.37535,589.76263,1495.41467,-283.71637000000004,852.82062,1403.74475,-219.48508999999999,1091.17896,1383.19861,-69.78339,416.82922,1333.4229699999999,-337.41226,427.31018,1094.66431,,,,-151.15659,216.63627999999997,758.84656,-227.40271,209.54951,473.00079000000005,-291.02628,154.57146,124.07197,-148.02892,564.52795,1005.61871,-224.14224,588.9209,476.97495,-296.26459,630.612,117.30231
526,-249.77475,217.88966000000002,1487.63879,-282.40741,99.04786,1441.3114,-294.67712,-16.04595,1396.01648,-295.21047999999996,-264.60489,1403.74915,-226.24945,589.8063400000001,1495.46899,-282.23001,853.0753800000001,1403.9312699999998,-218.64824,1091.24133,1383.20081,-70.03381,416.7793,1333.37769,-337.74347,427.5965,1094.70313,,,,-151.15659,216.63627999999997,758.84656,-227.41128999999998,209.38382,472.87482,-291.02628,154.57146,124.07197,-148.08485,564.5328400000001,1005.5654900000001,-224.51222,587.97565,476.7269,-296.38394,630.61035,117.34753
527,-250.43027999999998,218.64072000000002,1487.8243400000001,-282.68295,99.02861999999999,1441.55591,-294.94257000000005,-14.88357,1395.52344,-296.61102,-263.21963999999997,1402.45154,-226.2455,589.81982,1495.37231,-281.90094,853.61639,1403.64294,-217.72997999999998,1091.625,1383.21191,-70.10368000000001,416.74744,1333.4152800000002,-337.90833,427.86719000000005,1094.63013,,,,-151.37497,216.84174,759.00006,-227.40271,209.54951,473.00079000000005,-291.02628,154.57146,124.07197,-148.04924,564.67224,1005.6344,-223.04681000000002,595.6153,478.49035999999995,-296.38394,630.61035,117.34753
528,-252.1756,218.25692999999998,1488.1766400000001,-284.12091000000004,99.96359,1441.54321,-296.49737999999996,-14.278820000000001,1395.29272,-298.95111,-263.5961,1403.41626,-226.16808999999998,590.2995,1495.48865,-281.31564,853.7356599999999,1403.53577,-216.64014,1091.47461,1383.24414,-70.23901,416.68557999999996,1333.48865,-338.15576,428.08230999999995,1094.58374,,,,-152.18661,216.15987,758.74969,-227.57645,209.83492999999999,472.70572000000004,-291.02628,154.57146,124.07197,-148.04924,564.67224,1005.6344,-224.63953999999998,588.87012,477.14255,-297.49966,625.33374,116.46471000000001
